Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,E-mail 3,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Instagram,Facebook,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber,Telegram,YouTube,Skype,Широта,Долгота,2GIS URL,Тип,Twitter,Telegram 1,Telegram 2,Telegram 3,Тип;;;;;;;;;;;;;;;;;;;,E-mail,Тип;;;;;;;;;;;;;;;;;;,Viber 1,Viber 2,Тип;;;;;;;;;;;;;;;;;,Тип;;;;;;;;;;;;;;;;;;;;;;;
Ar-zhan market,мини-маркет,Продуктовые магазины; Хозтовары,"микрорайон Саялы, 11/1",1 этаж,50047.0,Саялы м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,2.5,11.0,87772407699,87007606032,,,,,,,,,,,https://wa.me/77772407699,https://wa.me/77007606032,,,,,,43.310445,76.840739,https://2gis.com/firm/70000001035236153,branch,,,,,,,,,,,
Arcobalend,магазин,Сухие строительные смеси; Лаки / Краски,"проспект Турара Рыскулова, 103в",1 этаж,50058.0,,Алатауский район,Алматы,,Алматы,Казахстан,Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00; Вс: 09:00-18:00,+05:00,,,87014570283,,,,,,,,,,,,https://wa.me/77014570283,,,,,,,43.271117,76.88159,https://2gis.com/firm/70000001076271259,branch,,,,,,,,,,,
Argymaq Ced,магазин,Электродвигатели / Редукторы,"проспект Турара Рыскулова, 149/3",напротив автомойки,50061.0,,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 09:00-17:00; Вт: 09:00-17:00; Ср: 09:00-17:00; Чт: 09:00-17:00; Пт: 09:00-17:00,+05:00,5.0,8.0,87083972577,,,,,,http://argymaq-ced.kz,,,,,,https://wa.me/77083972577,,,,https://t.me/+77083972577,,,43.270277,76.877814,https://2gis.com/firm/70000001089345153,branch,,,,,,,,,,,
Ariz,продуктовый магазин,Продуктовые магазины,"улица Акжолтай, 16",,40707.0,Бурундай м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 07:00-23:00; Вт: 07:00-23:00; Ср: 07:00-23:00; Чт: 07:00-23:00; Пт: 07:00-23:00; Сб: 07:00-23:00; Вс: 07:00-23:00,+05:00,2.5,14.0,87076333635,,,,,,,,,,,,https://wa.me/77076333635,,,,,,,43.353225,76.844069,https://2gis.com/firm/70000001045081364,branch,,,,,,,,,,,
Arnur Et,магазин,Мясо / Полуфабрикаты; Мясо птицы / Полуфабрикаты; Яйцо; Молочные продукты,"улица Аккайын, 2/1",,50047.0,Саялы м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+05:00,2.0,7.0,87026375902,,,,,,,,,,,,https://wa.me/77026375902,,,,,,,43.313005,76.842151,https://2gis.com/firm/70000001061962509,branch,,,,,,,,,,,
Arsen,магазин,Продуктовые магазины,"улица Шарайна, 71",,50071.0,Теректи м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 09:00-24:00; Вт: 09:00-24:00; Ср: 09:00-24:00; Чт: 09:00-24:00; Пт: 09:00-24:00; Сб: 09:00-24:00; Вс: 09:00-24:00,+05:00,,,87471487657,87022424277,,,,,,,,,,,https://wa.me/77022424277,https://wa.me/77471487657,,,,,,43.238318,76.792377,https://2gis.com/firm/70000001089003186,branch,,,,,,,,,,,
Arsenal avto,магазин,Запчасти для грузовых автомобилей,"шоссе Северное Кольцо, 116",18 бутик; 24 ряд,50024.0,Ожет м-н,Алатауский район,Алматы,,Алматы,Казахстан,Вт: 09:00-17:00; Ср: 09:00-17:00; Чт: 09:00-17:00; Пт: 09:00-17:00; Сб: 09:00-17:00; Вс: 09:00-17:00,+05:00,,,87079988845,,,,,,http://arsenal-avto.kz,,,,,,https://wa.me/77079988845,,,,,,,43.321819,76.904635,https://2gis.com/firm/70000001055461037,branch,,,,,,,,,,,
Art Decor Rolls,магазин,Жалюзи; Комплектующие для окон,"улица Аскар Сулейменов, 40",,50000.0,Мадениет м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00,+05:00,5.0,1.0,87058885582,,,,,,,,,https://instagram.com/adr_service,,,,,,,,,,43.336664,76.817928,https://2gis.com/firm/70000001062857207,branch,,,,,,,,,,,
Arzan,магазин,Продуктовые магазины,"микрорайон Саялы, 59/1",,50047.0,Саялы м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 08:00-01:00; Вт: 08:00-01:00; Ср: 08:00-01:00; Чт: 08:00-01:00; Пт: 08:00-01:00; Сб: 08:00-01:00; Вс: 08:00-01:00,+05:00,4.4,10.0,87028438246,87784049804,,,,,,,,,,,https://wa.me/77028438246,https://wa.me/77784049804,,,,,,43.305067,76.838843,https://2gis.com/firm/70000001074386651,branch,,,,,,,,,,,
Arzan_almaty_optom,магазин,Женская одежда; Мужская одежда; Детская одежда,"шоссе Северное Кольцо, 78/1",1-5 бутик; 1 этаж,50024.0,Ожет м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00; Вс: 08:00-20:00,+05:00,2.7,11.0,87021515880,,,,,,,,,https://instagram.com/arzan_almaty_optom,,,https://wa.me/77021515880,,,,,,,43.307468,76.896812,https://2gis.com/firm/70000001051544422,branch,,,,,,,,,,,
Arzan_shoop,магазин,Женская одежда; Обувные магазины; Сумки / Кожгалантерея,"проспект Турара Рыскулова, 103/3",5 бутик; 1 этаж,50061.0,,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00,+05:00,2.0,45.0,87074033519,87473376020,87051042117.0,,,,,,,https://instagram.com/arzanshoop.almaty,,,https://wa.me/77473376020,https://wa.me/77074033519,,,,,,43.266705,76.869074,https://2gis.com/firm/70000001067987785,branch,,,,,,,,,,,
Asar,продуктовый магазин,Супермаркеты,"микрорайон Нуркент, 57",1 этаж,50038.0,Нуркент м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 09:00-23:00; Вт: 09:00-23:00; Ср: 09:00-23:00; Чт: 09:00-23:00; Пт: 09:00-23:00; Сб: 09:00-23:00; Вс: 09:00-23:00,+05:00,2.0,25.0,87273152409,,,,,,,,,,,,,,,,,,,43.253855,76.820541,https://2gis.com/firm/70000001039330750,branch,,,,,,,,,,,
asil_optom_paket,магазин,Канцтовары; Пакеты / Плёнки; Упаковочные материалы; Торгово-выставочное оборудование,"шоссе Северное Кольцо, 50",78 бутик; 5 блок; цокольный этаж,50058.0,,Алатауский район,Алматы,,Алматы,Казахстан,Вт: 07:00-18:00; Ср: 07:00-18:00; Чт: 07:00-18:00; Пт: 07:00-18:00; Сб: 07:00-18:00; Вс: 07:00-18:00,+05:00,,,87002693159,,,,,,,,,https://instagram.com/asil_optom_paket,,,https://wa.me/77002693159,,,,,,,43.293056,76.890309,https://2gis.com/firm/70000001075859848,branch,,,,,,,,,,,
Asiya,мини-маркет,Супермаркеты,"микрорайон Аккент, 55",1 этаж,50038.0,Аккент м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 09:00-24:00; Вт: 09:00-24:00; Ср: 09:00-24:00; Чт: 09:00-24:00; Пт: 09:00-24:00; Сб: 09:00-24:00; Вс: 09:00-24:00,+05:00,2.8,18.0,,,,,,,,,,,,,,,,,,,,43.242224,76.811595,https://2gis.com/firm/70000001045350213,branch,,,,,,,,,,,
Askar_stroi,магазин,Стройматериалы; Пиломатериалы / Лесоматериалы,"шоссе Северное Кольцо, 122",,50024.0,Ожет м-н,Алатауский район,Алматы,,Алматы,Казахстан,Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00; Вс: 09:00-18:00,+05:00,5.0,3.0,87054828565,,,,,,,,,,,,https://wa.me/77054828565,,,,,,,43.323837,76.905924,https://2gis.com/firm/70000001069365873,branch,,,,,,,,,,,
ASO,магазин,Продуктовые магазины,"улица Аристова, 24",,50065.0,Шанырак-2 м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+05:00,3.0,7.0,,,,,,,,,,,,,,,,,,,,43.303198,76.85214,https://2gis.com/firm/70000001061383333,branch,,,,,,,,,,,
Assi,магазин,Продуктовые магазины; Разливное пиво,"микрорайон Аккент, 97",,50038.0,Аккент м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 08:00-03:15; Вт: 08:00-03:15; Ср: 08:00-03:15; Чт: 08:00-03:15; Пт: 08:00-03:15; Сб: 08:00-03:15; Вс: 08:00-03:15,+05:00,3.9,11.0,87777497950,,,,,,,,,,,,https://wa.me/77777497950,,,,,,,43.242673,76.811084,https://2gis.com/firm/70000001069462574,branch,,,,,,,,,,,
Asylym,продуктовый магазин,Продуктовые магазины,"микрорайон Нуркент, 64",,50038.0,Нуркент м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 08:00-24:00; Вт: 08:00-24:00; Ср: 08:00-24:00; Чт: 08:00-24:00; Пт: 08:00-24:00; Сб: 08:00-24:00; Вс: 08:00-24:00,+05:00,3.4,5.0,87473902787,,,,,,,,,,,,https://wa.me/77473902787,,,,,,,43.25396,76.818846,https://2gis.com/firm/70000001090404957,branch,,,,,,,,,,,
Auramatras,цех,Матрасы; Домашний текстиль; Ортопедические товары,"улица Жапсарбаева, 68/к2",,50024.0,Ожет м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+05:00,,,,,,,,,,,,,,,,,,,,,,43.321533,76.897757,https://2gis.com/firm/70000001094731447,branch,,,,,,,,,,,
AutoMax,магазин,Пошив автоковров; Автоаксессуары,"проспект Турара Рыскулова, 103/21Б",,50061.0,,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00; Вс: 09:00-19:00,+05:00,4.1,74.0,87776180870,87051187596,87071077060.0,,,,http://automax.com.kz,,,https://instagram.com/automax.kz,,,https://wa.me/77776180870,https://wa.me/77051187596,,viber://chat/?number=77776180870,https://t.me/edil1984,,,43.262655,76.855755,https://2gis.com/firm/70000001053437635,branch,,,,,,,,,,,
Avto zvuk almaty,магазин,Аудиотехника / Видеотехника; Автозвук,"проспект Райымбека, 517/6",1 место; 8 ряд,50024.0,,Алатауский район,Алматы,,Алматы,Казахстан,Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00; Вс: 09:00-18:00,+05:00,5.0,1.0,87089790138,,,,,,,,,,,,https://wa.me/77089790138,,,,,,,43.236558,76.80348,https://2gis.com/firm/70000001063400904,branch,,,,,,,,,,,
Avto_zvuk91,магазин,Автозвук,"проспект Турара Рыскулова, 103/21Б",91 бутик; 1 этаж,50061.0,,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00; Вс: 09:00-19:00,+05:00,1.0,3.0,87021815185,,,,,,,,,,,,https://wa.me/77021815185,,,,,,,43.262388,76.855043,https://2gis.com/firm/70000001032223041,branch,,,,,,,,,,,
AvtoCarpet.kz,магазин,Автоаксессуары,"проспект Турара Рыскулова, 103/21Б",40 бутик; 1 этаж,50061.0,,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00,+05:00,,,,,,,,,,,,https://instagram.com/avtocarpet.kz,,,https://wa.me/77714034343,,,,,,,43.262388,76.855043,https://2gis.com/firm/70000001062748953,branch,,,,,,,,,,,
Avtolampa.kz,магазин,Установка / ремонт автомобильной оптики; Автозвук; Запчасти для легковых автомобилей; Изоляционные материалы для автомобилей; Тюнинг,"улица Восточная, 9а",,50048.0,Карасу м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 11:00-14:00,+05:00,5.0,9.0,87078220222,,,,,,http://avtolampa.kz,http://tiktok.com/@avtolampa.kz,,https://instagram.com/avtolampa.kz,,,https://wa.me/77078220222,,,,,https://youtube.com/@avtolampakz9399,,43.34201,76.918338,https://2gis.com/firm/70000001092985022,branch,,,,,,,,,,,
Avtomoda.kz,магазин,Автоаксессуары,"проспект Турара Рыскулова, 103/21Б",263 бутик; 1 этаж,50061.0,,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00; Вс: 09:00-18:00,+05:00,3.9,11.0,87079706056,87479706056,,,,,,,,https://instagram.com/avtomoda.kz,,,https://wa.me/77079706056,https://wa.me/77479706056,,,,,,43.262388,76.855043,https://2gis.com/firm/70000001046556123,branch,,,,,,,,,,,
Avtoshiny_almaty,​магазин автошин,Шины / Диски,"улица Наркескен, 5",,50048.0,Карасу м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00; Вс: 10:00-18:00,+05:00,3.8,12.0,87714505145,,,,,,,,,,,,https://wa.me/77714505145,,,,,,,43.325294,76.905232,https://2gis.com/firm/70000001080699229,branch,,,,,,,,,,,
Avtozvuk Almaty,магазин автозвука ,Автозвук,"улица Емцова, 9а/1",,50061.0,,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 10:00-17:30; Вт: 10:00-17:30; Ср: 10:00-17:30; Чт: 10:00-17:30; Пт: 10:00-17:30; Сб: 10:00-17:30,+05:00,4.9,22.0,87018860145,,,,,,,,,https://instagram.com/bestsound_almaty,,,https://wa.me/77018860145,https://wa.me/77055769410,,,,,,43.257356,76.862064,https://2gis.com/firm/70000001065052417,branch,,,,,,,,,,,
Ayaqöz,продуктовый магазин,Продуктовые магазины,"улица Жапсарбаева, 8/3",,50024.0,Ожет м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 07:00-24:00; Вт: 07:00-24:00; Ср: 07:00-24:00; Чт: 07:00-24:00; Пт: 07:00-24:00; Сб: 07:00-24:00; Вс: 07:00-24:00,+05:00,,,87029536622,,,,,,,,,,,,https://wa.me/77029536622,,,,,,,43.314591,76.895047,https://2gis.com/firm/70000001046219568,branch,,,,,,,,,,,
Aylin_optom_almaty,магазин,Головные / шейные уборы,"улица Бекболата, 1",010-011 контейнер; 7 ряд,50024.0,Ожет м-н,Алатауский район,Алматы,,Алматы,Казахстан,Вт: 07:00-19:00; Ср: 07:00-19:00; Чт: 07:00-19:00; Пт: 07:00-19:00; Сб: 07:00-19:00; Вс: 07:00-19:00,+05:00,,,87718480439,,,,,,,,,https://instagram.com/aylin_optom_almaty,,,https://wa.me/77718480439,,,,,,,43.304058,76.893165,https://2gis.com/firm/70000001047198409,branch,,,,,,,,,,,
Aziza,магазин,Продуктовые магазины,"улица Центральная, 39",,50048.0,Карасу м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00,+05:00,5.0,3.0,87272994543,87051112221,,,,,,,,,,,https://wa.me/77051112221,,,,,,,43.34565,76.91777,https://2gis.com/firm/70000001052643684,branch,,,,,,,,,,,
Aztorg,магазин,Хозтовары; Бытовая химия; Посуда; Малярный инструмент; Автоаксессуары; Игрушки; Садовый инвентарь; Сантехника; Спецодежда; Текстиль для ресторанов / гостиниц; Стройматериалы,"улица Нурлы, 27",1 этаж,50058.0,Шапагат м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+05:00,4.5,33.0,87077830093,,,,,,http://tiktok.com/@aztorg_almaty?_t=8be3VSZ1YEo&_r=1б,,,https://instagram.com/aztorg_almaty,,,https://wa.me/77077830093,,,,https://t.me/aztorg,,,43.302049,76.892638,https://2gis.com/firm/70000001068914473,branch,,,,,,,,,,,
BabyPlast,магазин,Игрушки,"шоссе Северное Кольцо, 50",4 бутик; 1 этаж,50058.0,,Алатауский район,Алматы,,Алматы,Казахстан,Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00; Вс: 09:00-19:00,+05:00,,,87476097088,,,,,,,,,https://instagram.com/babyplastkz,,,https://wa.me/77476097088,,,,,,,43.291783,76.889773,https://2gis.com/firm/70000001062341073,branch,,,,,,,,,,,
